"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SLC1A5",9.79210452497597e-09,-1.7357296223827,0.187,0.561,0.000297454759155195
"XPNPEP1",1.0324864235269e-08,-1.13843434421963,0.187,0.636,0.000313638400874766
"LINC00926",1.04299418670486e-08,3.48726120786779,0.434,0.03,0.000316830344095337
"AP1S2",1.09232873846422e-08,-1.09154827395843,0.38,0.818,0.000331816700883276
"ATP1B3",1.1293987328239e-08,-1.68971873404249,0.187,0.576,0.000343077453069916
"GAPT",1.14051196194686e-08,-1.16197792551984,0.53,0.864,0.000346453318680599
"MTURN",1.20592159980797e-08,-2.46781250597037,0.048,0.333,0.000366322804373667
"LGMN",1.26913187120257e-08,-1.78314108091028,0.145,0.515,0.000385524188515204
"CCDC102B",1.2735290481937e-08,-2.32373826801374,0.072,0.379,0.000386859918969801
"TRG-AS1",1.27644110377687e-08,-1.75419190867504,0.127,0.485,0.0003877445140943
"H3C10",1.27644564279346e-08,-5.08718588262522,0.012,0.227,0.00038774589291137
"CYBB",1.32638107428504e-08,-1.03471287382445,0.59,0.879,0.000402914778935565
"RRBP1",1.3749253915714e-08,-1.35760154574279,0.163,0.561,0.000417661086197643
"TAPBPL",1.3790356828825e-08,-2.54699905625012,0.072,0.379,0.000418909669389216
"RGS7",1.38419190404962e-08,-1.73609088536702,0.096,0.424,0.000420475974693152
"ESD",1.40169383595885e-08,-1.36546596646989,0.187,0.591,0.000425792536549219
"GPM6B",1.40671115902618e-08,-2.317590412956,0.072,0.379,0.000427316648777383
"ATP6V0E1",1.44464097855087e-08,-0.926062624674415,0.608,0.909,0.000438838590054398
"SELL",1.45596946581429e-08,-0.755623235814543,0.813,0.955,0.000442279844630408
"PPIA",1.52186957652452e-08,-0.658434819403047,0.88,0.97,0.000462298321260853
"AZIN2",1.58072649722022e-08,-2.13320602477188,0.06,0.348,0.000480177288060586
"RAP2A",1.58521291605153e-08,-1.39480064229623,0.145,0.53,0.000481540127508974
"NADK",1.62811922335748e-08,-1.15422637639945,0.319,0.773,0.000494573776479303
"SH2B3",1.63625360227914e-08,-0.945804191400584,0.265,0.712,0.000497044756764335
"VPREB3",1.74981431686684e-08,7.39131390956207,0.367,0,0.000531541095034641
"ZNF706",1.80073379280263e-08,-1.08172630387615,0.373,0.833,0.000547008904239654
"CLCN5",1.82864345534122e-08,-1.62151395071058,0.102,0.439,0.000555487022429003
"IQGAP2",1.83446926462687e-08,-1.1404282092608,0.223,0.682,0.000557256728515705
"LEPROTL1",1.90608279716545e-08,-1.66284481251723,0.12,0.47,0.00057901077129495
"ADAM28",1.99003434887011e-08,3.25638753698915,0.494,0.106,0.000604512734156275
"ATP6V0B",2.00822651549391e-08,-1.08808327834276,0.247,0.682,0.000610038968611584
"IGHD",2.02154465562479e-08,3.87803983649479,0.446,0.061,0.000614084620039144
"FHL1",2.05202490871458e-08,-2.31754101000596,0.066,0.364,0.000623343606520229
"PTCRA",2.07127971320001e-08,-2.92251678863042,0.048,0.318,0.000629192638478768
"LAMTOR1",2.15093286194295e-08,-1.1322810656347,0.163,0.561,0.00065338887547241
"ATP5PD",2.26330951494885e-08,-1.21529798031739,0.259,0.697,0.000687525531356012
"RAC1",2.47994855826819e-08,-1.12138374437967,0.434,0.818,0.000753333973545127
"GLIPR1",2.50731874381259e-08,-0.98624655928621,0.464,0.909,0.00076164821480795
"CD300A",2.61034512161559e-08,-2.66906284614258,0.072,0.364,0.000792944537593167
"SLC41A2",2.6255126716949e-08,-2.36066111542466,0.078,0.379,0.000797551984280761
"ARHGAP31",2.6526282487618e-08,-1.23161188758081,0.139,0.515,0.000805788883126373
"PFN1",2.69139583764709e-08,-0.774752806181528,0.867,0.955,0.000817565313602056
"LINC02132",2.86761212142015e-08,-2.09915694802339,0.048,0.318,0.0008710945341238
"CYB561A3",2.95385368604392e-08,-1.03585629594985,0.349,0.864,0.000897292134209563
"OST4",2.97656534340801e-08,-0.926588825387676,0.56,0.879,0.00090419125436705
"ENSG00000248991",3.09759217108677e-08,-1.94610256893841,0.127,0.47,0.000940955573811028
"THBD",3.15344325118144e-08,-1.3944483493089,0.096,0.424,0.000957921456411386
"S100A10",3.19826775942772e-08,-1.51377178994303,0.151,0.515,0.000971537797281357
"SMIM5",3.24233177670091e-08,-1.79810458028326,0.102,0.439,0.000984923123808435
"SCT",3.45441688891187e-08,-2.06644748014515,0.096,0.409,0.00104934821834476
"DCTN6",3.78556305762795e-08,-2.14731782293903,0.036,0.288,0.00114994049001564
"MIR4432HG",3.86439481750351e-08,-1.51168458838804,0.145,0.5,0.00117388721371304
"SWAP70",3.87878833144303e-08,2.98530550816726,0.494,0.121,0.00117825953144245
"NOP10",3.8934601043556e-08,-1.34461066087405,0.259,0.682,0.0011827163759001
"TBC1D4",4.05090691151333e-08,-1.29324959589101,0.133,0.5,0.00123054399251041
"POU2F2",4.13651777558701e-08,2.09754688032918,0.639,0.288,0.00125655000469007
"NSL1",4.34293630419266e-08,-1.15238822242746,0.145,0.515,0.0013192537611246
"TRAF4",4.75419497467703e-08,-1.27757268226132,0.211,0.621,0.00144418180745764
"SLC25A5",4.97252548301047e-08,-1.21723545439378,0.307,0.727,0.00151050406597409
"POU2AF1",5.01389791781848e-08,5.43949812980391,0.367,0.015,0.00152307177049572
"H2BC11",5.08801213203756e-08,-2.56502664365945,0.036,0.288,0.00154558544534905
"DDA1",5.17666889416486e-08,-2.32636772324042,0.042,0.303,0.00157251670998046
"SPIB",5.35845119929133e-08,-1.04001021273878,0.434,0.833,0.00162773672080873
"C1orf109",5.37661940055925e-08,-1.93336451200526,0.06,0.348,0.00163325567530788
"HSPA5",5.47220762474436e-08,-1.20158667851986,0.331,0.788,0.00166229251016859
"ALOX5",5.79058361649325e-08,4.25251728290349,0.416,0.061,0.00175900558518216
"SCARA5",6.06040146137008e-08,-5.09950427209192,0.012,0.212,0.00184096815192039
"ENSG00000271857",6.18611101851717e-08,-1.88367388479824,0.078,0.379,0.00187915494409496
"RPLP2",6.31616469887524e-08,0.779472206458946,0.958,0.985,0.00191866135057733
"ELOC",6.32174477028998e-08,-1.22952555359132,0.163,0.561,0.00192035640887099
"CCDC47",6.59951006249598e-08,-1.39534293211982,0.102,0.424,0.0020047331716844
"SELPLG",6.6076048693886e-08,-1.83778672902983,0.096,0.409,0.00200719213117418
"RECQL5",6.66859450875138e-08,-1.87840847966131,0.078,0.379,0.00202571895392341
"ICAM1",6.77121781075642e-08,-2.30746843691025,0.072,0.364,0.00205689283437348
"H1-0",6.93553886171953e-08,-2.66402483446714,0.066,0.348,0.00210680864002454
"ATP13A2",7.27283207275625e-08,-1.75821707049761,0.114,0.439,0.00220926819874117
"ENSG00000290032",7.41935308877001e-08,-0.848752225573543,0.283,0.727,0.00225377688777566
"ST6GALNAC4",7.47527128016347e-08,-1.61897259383364,0.145,0.515,0.00227076315677526
"INTS12",7.49245829017218e-08,-1.53659408778094,0.042,0.303,0.0022759840548056
"SNRPG",7.72999392067722e-08,-1.01899484704774,0.367,0.848,0.00234814025328412
"MANF",8.03816040301952e-08,-1.69772600488614,0.163,0.515,0.00244175198562524
"CAT",8.44547544658395e-08,-1.10071422402939,0.331,0.788,0.00256548207640881
"PMEPA1",8.47197567250605e-08,-0.91013200098648,0.223,0.636,0.00257353205003716
"RPL12",8.47305729167869e-08,0.777451725581669,0.952,0.939,0.00257386061349323
"CYB5B",9.4089980250142e-08,-1.0132968598372,0.253,0.697,0.00285817133005856
"SPINT2",1.07848743773979e-07,-1.14531303351937,0.313,0.758,0.00327612128962217
"FAM32A",1.13385078141289e-07,-1.36847328359586,0.133,0.485,0.00344429851869793
"GPATCH11",1.16147814755825e-07,-1.03916810470903,0.265,0.682,0.0035282221688377
"DUSP3",1.16356945986504e-07,-2.07197707831478,0.054,0.318,0.00353457494823203
"PGD",1.17866792048815e-07,-1.45375981008921,0.157,0.515,0.00358043954206685
"ATF5",1.21844770813459e-07,-2.35999015891403,0.072,0.348,0.00370127860300044
"NIP7",1.28114608035959e-07,-2.83924261699197,0.036,0.273,0.00389173744830832
"PPIB",1.28485848655914e-07,-1.17392348323661,0.253,0.667,0.0039030146246207
"RPL10",1.29300267985131e-07,0.940918800012742,0.861,0.864,0.00392775424058431
"NARS1",1.29419820067154e-07,-1.08122272386282,0.181,0.561,0.00393138587417995
"RPL21",1.31063710432444e-07,0.573425623217917,0.97,0.955,0.00398132233180635
"TARBP1",1.36495089273852e-07,-1.31563635825556,0.229,0.606,0.0041463113268718
"GLUL",1.36555376264672e-07,-1.67506791083003,0.072,0.364,0.00414814266479195
"PCCB",1.41565213746228e-07,-2.2593711953332,0.048,0.303,0.00430032649796917
"PRKCD",1.45437129881484e-07,-1.16780717487174,0.265,0.667,0.00441794369440983
"ATP5MF",1.50910418726428e-07,-1.0586247989924,0.277,0.697,0.00458420578965272
"LINC01374",1.52359578618886e-07,-1.812636608852,0.139,0.47,0.00462822691970589
"SERPINF2",1.53171738324553e-07,-2.52892725964439,0.036,0.273,0.00465289789508495
"TUBA1B",1.58613320495747e-07,-1.20754329176184,0.386,0.773,0.00481819683669931
"RPN2",1.62012090765523e-07,-0.97929422555559,0.428,0.818,0.0049214412811843
"BTG2",1.72123567449639e-07,-1.1706794458307,0.699,0.879,0.00522859760841769
"PDIA3",1.77686675047275e-07,-0.916868649270144,0.398,0.879,0.00539758812791106
"SLC7A5",1.80303015662365e-07,-1.17635955372883,0.145,0.5,0.00547706470677568
"SNRPN",1.80575679398327e-07,-1.10921873054093,0.235,0.652,0.00548534741308299
"BCL7B",1.80625149731231e-07,-1.3735983029559,0.151,0.5,0.0054868501733856
"ADCY7",1.83129620591509e-07,-1.24026462591159,0.199,0.591,0.00556292848470828
"ARHGAP27P1-BPTFP1-KPNA2P3",1.83354917118901e-07,-1.77956689778793,0.127,0.439,0.00556977231732087
"GLT8D1",1.85656653976201e-07,-2.26171772241688,0.084,0.364,0.00563969217783504
"RTN4",1.89350288281404e-07,-1.12780015627995,0.325,0.742,0.00575189370712422
"LRRC25",1.92585867024524e-07,-2.42427028563905,0.066,0.333,0.00585018088260397
"PI4KA",1.94577862432437e-07,-1.04593638687718,0.169,0.515,0.00591069172711013
"RBMS1",2.08749463279312e-07,-1.61683955342896,0.181,0.53,0.00634118244603565
"DAPK2",2.10912719384845e-07,-1.7287321397215,0.114,0.424,0.00640689567675345
"RAP2B",2.16182862937241e-07,-1.01024202429677,0.139,0.5,0.00656698682744456
"NDUFB1",2.27810154249619e-07,-1.52145698571982,0.169,0.53,0.00692018905564067
"PRDX3",2.34542050627018e-07,-1.17184643869891,0.259,0.652,0.00712468387189692
"SFT2D1",2.44931914054908e-07,-0.925774715705399,0.367,0.803,0.00744029675324594
"CAPG",2.51357040640607e-07,-1.2884706942419,0.277,0.682,0.00763547282353973
"TBC1D8",2.57601826592192e-07,-1.85557456227876,0.078,0.364,0.00782517068639103
"RABEPK",2.60478861134089e-07,-2.74383307260896,0.012,0.197,0.00791256636467023
"RAP1GAP2",2.61031433759338e-07,-1.46238008611407,0.133,0.47,0.00792935186330741
"STT3A",2.65847989403281e-07,-1.75609325823247,0.096,0.394,0.00807566437410348
"DST",2.71682665661808e-07,-2.0403936599561,0.066,0.333,0.00825290433480875
"ZDHHC4",2.80243584175119e-07,-1.73931166691308,0.12,0.439,0.00851295935648759
"ARF1",2.86940142133142e-07,-0.856972283665391,0.524,0.909,0.00871638069757846
"RTRAF",2.94018114169194e-07,-1.29955317700237,0.211,0.591,0.00893138825411762
"DNAJB9",2.98289873068613e-07,-1.24637808925676,0.181,0.545,0.00906115147420527
"RASSF2",2.99945538657379e-07,-0.948226229585057,0.361,0.788,0.00911144562779521
"ATP5MC3",3.03155703946174e-07,-1.13626880653332,0.373,0.773,0.00920896081877292
"LRP8",3.11071244235921e-07,-1.55579138926253,0.072,0.348,0.00944941118615458
"UQCR10",3.15223478951123e-07,-1.26143225851888,0.223,0.606,0.00957554362009827
"CD19",3.15995498464178e-07,3.40789010756836,0.349,0.015,0.00959899525684634
"MACROH2A1",3.19032174361735e-07,-0.923340630356801,0.331,0.788,0.00969124036058641
"MIR181A2HG",3.20360000186892e-07,-5.47444188134033,0,0.152,0.00973157572567721
"AJAP1",3.36478060750116e-07,-2.71500341910797,0.042,0.273,0.0102211940514063
"PECAM1",3.40875596970874e-07,-1.16525980061563,0.199,0.591,0.0103547780091842
"RASSF8",3.4160747290632e-07,-2.95365444182026,0.018,0.212,0.0103770102044753
"HLA-A",3.44471430904508e-07,0.582489897735498,0.97,0.985,0.0104640086565862
"POLK",3.511524502768e-07,-1.33921282978879,0.102,0.409,0.0106669579820583
"HDAC2",3.56615788909101e-07,-1.34181808379274,0.205,0.591,0.0108329178196918
"CYSTM1",3.59012559058188e-07,-1.95119389786982,0.09,0.379,0.0109057245065106
"BEX4",3.61770150578863e-07,-1.493762226807,0.096,0.394,0.0109894918641341
"SCAMP5",3.63078966799268e-07,-1.35159480297961,0.175,0.53,0.0110292497744614
"MRPL18",3.76480617946733e-07,-1.1536454020642,0.175,0.545,0.0114363517313679
"BACH2",3.89481803680946e-07,2.51368832038316,0.458,0.106,0.0118312887504161
"CREB3L2",3.89507969649831e-07,-1.4993083334818,0.133,0.455,0.0118320835940529
"TTYH2",3.98374158602763e-07,-1.60470697985172,0.09,0.379,0.0121014118158761
"ENSG00000262202",4.06016136615228e-07,-1.4044225451508,0.235,0.621,0.0123335521819608
"CITED2",4.23111849812768e-07,-2.02025052273193,0.145,0.47,0.0128528686617625
"CAMTA1",4.25470476890256e-07,-1.3986152519151,0.12,0.455,0.0129245166764953
"RPN1",4.28456008084258e-07,-1.11362305310514,0.235,0.652,0.0130152081575755
"PPP1R15A",4.34227069219903e-07,-1.38488090112693,0.47,0.803,0.013190515681693
"ZNRF2",4.35165214684792e-07,-0.884297223256971,0.307,0.712,0.0132190137264799
"SFT2D2",4.39075788395388e-07,-0.903688971173233,0.331,0.773,0.0133378052240867
"RPL36",4.51663320996149e-07,0.852278440702178,0.916,0.909,0.0137201767019
"IQCE",4.62249845224927e-07,-2.57916171090692,0.042,0.273,0.0140417635483976
"DPAGT1",4.68996027566338e-07,-1.60546975010684,0.066,0.333,0.0142466923293827
"TMCO1",4.76137394444232e-07,-1.0569648568137,0.271,0.682,0.0144636256310324
"RPL32",4.76549472886319e-07,0.558038425830653,0.976,0.985,0.0144761433378677
"MREG",4.86534045711672e-07,-2.12277500401641,0.072,0.333,0.0147794447065835
"ERGIC2",4.94306677691589e-07,-1.11107721682494,0.247,0.636,0.0150155539482374
"ARPC5",5.07048893693328e-07,-0.879167563269357,0.482,0.818,0.0154026242437222
"SCARB2",5.07931810560745e-07,-1.29377941947506,0.193,0.561,0.0154294446094038
"MT-CO3",5.10062391531025e-07,0.518875242256242,1,1,0.015494165267538
"ENSG00000275210",5.32936046350509e-07,-1.8425269353282,0.096,0.379,0.0161889982799894
"TIFAB",5.35421601780973e-07,-2.84924820763453,0.024,0.227,0.0162645019973006
"FKBP1A",5.43838836833871e-07,-1.05095912101907,0.295,0.712,0.0165201923465025
"LILRB1",5.44147307422289e-07,-0.913898132812887,0.428,0.818,0.0165295627575669
"SSR4",5.5611245648021e-07,-1.04429610430529,0.265,0.682,0.0168930280904993
"COX17",5.78268588306342e-07,-1.01203049534914,0.175,0.545,0.0175660649069818
"CNP",5.80806177942804e-07,-1.17037888191291,0.205,0.576,0.0176431492673686
"CCSAP",5.90577305018529e-07,-2.08653460861825,0.036,0.258,0.0179399667945478
"RTN3",6.07097361976357e-07,-1.05969331711829,0.229,0.606,0.0184417965647558
"CTSV",6.08642504375516e-07,-4.52819398922098,0.006,0.167,0.0184887333554151
"GLT1D1",6.16599436789126e-07,-1.87939762310249,0.078,0.348,0.0187304410913433
"DBI",6.31278212885814e-07,-1.13331958401654,0.265,0.652,0.0191763382728324
"ARL6IP1",6.4478651471668e-07,-1.08861508278761,0.319,0.712,0.0195866799575486
"PFKP",6.51828428763248e-07,-1.3040605932157,0.078,0.364,0.0198005921805412
"PSMB5",6.51961790918836e-07,-2.01188538964136,0.072,0.333,0.0198046433227415
"RNF149",7.03712466709475e-07,-0.830428853912365,0.355,0.758,0.0213766736012337
"OAS1",7.08106544939126e-07,-1.17775042007214,0.283,0.652,0.0215101525156158
"SLC3A2",7.27732181731177e-07,-1.28719346051132,0.193,0.545,0.022106320484448
"ERP44",7.43066865710462e-07,-1.16697354792756,0.241,0.606,0.0225721421796867
"LPXN",7.71676469124956e-07,-0.858186764741048,0.446,0.864,0.0234412161026088
"PTBP3",7.91511753010299e-07,-0.886268850299904,0.398,0.848,0.0240437525211939
"CLIC3",7.94169701975256e-07,-1.84905025960444,0.108,0.394,0.0241244930369024
"RBM47",8.07004694312504e-07,-0.838684294226286,0.199,0.561,0.0245143815991309
"GNB1",8.23282632746111e-07,-0.838149416635096,0.602,0.909,0.0250088565349286
"HCST",8.43860173408717e-07,-1.03260124713904,0.175,0.53,0.0256339404876366
"SPCS3",8.61475441023589e-07,-0.982274952912064,0.355,0.788,0.0261690394719736
"TATDN3",8.67794874074109e-07,-1.42531894340851,0.211,0.561,0.0263610048897492
"ARV1",8.88580969973332e-07,-1.5318105666881,0.036,0.258,0.0269924241248799
"LINC02977",8.8960766228277e-07,-1.76857101838785,0.108,0.394,0.0270236119571637
"BORCS7",9.19240540081863e-07,-1.6167150478187,0.072,0.333,0.0279237698860668
"UBE2L3",9.21590704210787e-07,-0.985155257277812,0.313,0.727,0.0279951608218111
"BAG1",9.33807789293952e-07,-1.61281131140756,0.108,0.394,0.0283662792153824
"PSMA1",9.62705079713737e-07,-1.18262502364412,0.108,0.409,0.0292440922064642
"ATP5F1C",9.6742977674939e-07,-0.938424756700876,0.259,0.652,0.0293876143283162
"AP3S1",9.71408997653271e-07,-0.750487241617818,0.301,0.697,0.0295084911217134
"MLEC",9.81003609750763e-07,-1.26460340147361,0.229,0.591,0.0297999466533989
"NUDT5",9.92514900650029e-07,-1.14580292921111,0.151,0.47,0.0301496251370459
"RAN",1.01467268409188e-06,-0.89340290853175,0.494,0.864,0.0308227121246592
"ACTR10",1.0329282962858e-06,-1.16800875000374,0.09,0.379,0.0313772628562738
"H3-3B",1.04354736865972e-06,-0.999213707748601,0.789,0.924,0.0316998384177764
"LSM5",1.0493481772643e-06,-1.22329688492149,0.217,0.576,0.0318760495807575
"MAP2K1",1.07495604123642e-06,-1.05720555809405,0.265,0.621,0.0326539396646387
"SOGA1",1.07662493498137e-06,-1.56797582570118,0.096,0.379,0.0327046356499291
"SRA1",1.08006320735397e-06,-1.47278166441058,0.072,0.333,0.0328090800497914
"CIR1",1.082945443834e-06,-1.09627565089275,0.187,0.545,0.0328966337473455
"ECPAS",1.0877764500767e-06,-1.32332942809137,0.145,0.47,0.0330433852239799
"TFEC",1.08901930620231e-06,-1.29594843329808,0.241,0.621,0.0330811394645077
"RAB2B",1.09244077785133e-06,-1.29661392288929,0.151,0.485,0.0331850735087898
"PI4K2B",1.09720830649878e-06,-1.1236438485083,0.084,0.364,0.0333298967265134
"NBDY",1.09992749128421e-06,-1.0831458144449,0.163,0.5,0.0334124974027404
"NUP42",1.11572344472237e-06,-1.08522499441963,0.163,0.5,0.0338923310803314
"SCYL3",1.11813136853538e-06,-1.20714308363631,0.06,0.303,0.0339654765819992
"COPE",1.15408974655627e-06,-1.65168369278799,0.133,0.439,0.0350577842311397
"RABGAP1L",1.16559071356405e-06,-1.05882012667367,0.512,0.848,0.0354071491059351
"CRYM",1.21701183142156e-06,-2.88254402030397,0.042,0.258,0.0369691684030926
"DERL3",1.23407904882629e-06,-0.72929422975435,0.331,0.773,0.0374876192661963
"H2AC6",1.26304167218841e-06,-0.65010811433977,0.259,0.667,0.0383674168760673
"ADAM9",1.27468237627159e-06,-2.31502496749164,0.048,0.273,0.0387210265440021
"LINC02724",1.31237865109483e-06,-4.79736917839352,0,0.136,0.0398661262843075
"CBR1",1.36202339199784e-06,-2.19234240949736,0.012,0.182,0.0413741845787185
"SLC9A6",1.38031796693932e-06,-2.10773697898499,0.048,0.273,0.0419299188817157
"NPM1",1.39381270056472e-06,-0.627316019536074,0.807,0.955,0.0423398484050545
"CTBP2",1.40309447943244e-06,-2.05182834818521,0.09,0.348,0.0426218010017193
"MYCL",1.42697075309197e-06,-2.10898285350799,0.09,0.348,0.0433470905666748
"TMCC3",1.45486576849643e-06,-1.08706373434257,0.078,0.348,0.0441944574496161
"PGK1",1.47630255113495e-06,-0.869963620351677,0.355,0.742,0.0448456425958263
"GNS",1.47826301278105e-06,-1.48422939135086,0.139,0.439,0.04490519553925
"APCDD1",1.48201240818237e-06,-2.65158585713448,0.036,0.242,0.0450190909233559
"RBIS",1.52933671291968e-06,-1.07201085857936,0.241,0.591,0.046456661328361
"IFNLR1",1.53233342531633e-06,-1.78498737730693,0.133,0.424,0.046547692460834
"INPP4A",1.53301342597591e-06,-1.31739968461177,0.199,0.53,0.0465683488408702
"B2M",1.59323223336232e-06,-0.441477579374123,0.994,1,0.0483976155528471
"ATP6AP2",1.60299191326377e-06,-0.959873346668564,0.193,0.561,0.0486940853492135
"NCOA4",1.65238710670242e-06,-0.984688940352221,0.259,0.667,0.0501945631402994
"LDHB",1.67228693411921e-06,-1.48028095222735,0.169,0.5,0.0507990601977393
"CGAS",1.67534772574919e-06,-1.31537782507772,0.157,0.485,0.0508920378650832
"KCNK10",1.69266660158926e-06,-2.50884730985442,0.06,0.288,0.0514181333564769
"EVI2A",1.71184982859228e-06,-1.124159054034,0.181,0.53,0.0520008622431477
"ZBTB8OS",1.74019303703246e-06,-1.54739735040675,0.09,0.364,0.0528618438859349
"ADGRG5",1.80778111457899e-06,-0.718738172168303,0.193,0.561,0.0549149669175659
"NDUFS6",1.81092956780964e-06,-1.20226492616576,0.108,0.409,0.0550106074813533
"MKKS",1.82489437416519e-06,-1.53651435068567,0.078,0.333,0.055434816404016
"RAB5A",1.83667251947558e-06,-1.34730664145852,0.133,0.439,0.0557926011241097
