"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IGFBP5",7.9573163359293e-37,2.97056039573454,0.653,0.133,2.41719398336524e-32
"SPAG6",6.8763174514685e-27,-1.27817064365264,0.435,0.888,2.08881895223259e-22
"MT-ND3",8.52087675822335e-27,-0.46252229066322,0.992,0.996,2.58838673284551e-22
"LINC01320",2.55958490882444e-25,-1.12201030885462,0.899,0.968,7.77525107753601e-21
"ENSG00000240241",2.82279102009163e-23,2.16694308388082,0.577,0.179,8.57479228173236e-19
"LINC00486",1.19368991666451e-20,-0.745734976609407,0.964,0.993,3.62607185985177e-16
"RPL27A",6.24524334292403e-20,0.68898343417651,0.976,0.968,1.89711757028003e-15
"LINC01504",3.79333847278359e-19,-1.99222428711919,0.077,0.432,1.15230242787747e-14
"RBP1",1.67289733945085e-17,-2.61717612067646,0.121,0.439,5.08176024804983e-13
"MT-ND2",8.77211850271994e-17,-0.240572579336397,0.996,0.996,2.66470643757124e-12
"DNAJA4",1.03542059516762e-16,0.558259280181995,0.972,0.979,3.14529714194067e-12
"HLA-DQB1",2.11922947312252e-15,-2.21508583106909,0.109,0.425,6.43758337050429e-11
"RPS2",6.73159554483272e-15,0.665801583704059,0.927,0.863,2.04485677865383e-10
"RPL32",1.87429462795999e-14,0.606314661175214,0.96,0.933,5.69354479135406e-10
"ENSG00000258752",2.16122974271784e-14,0.766504104925921,0.964,0.916,6.56516758945398e-10
"TMEM176B",2.8002324280908e-14,-1.3086589018722,0.262,0.589,8.50626604681144e-10
"MGST1",2.98003208769088e-14,-1.26710128290052,0.464,0.754,9.05244347277859e-10
"RPS3A",3.15043022877587e-14,0.619102157256876,0.935,0.909,9.57006190595246e-10
"RPL37",3.18158999198469e-14,0.511523406729543,0.988,0.979,9.6647159186519e-10
"RPL37A",5.49991906621469e-14,0.538583980189771,0.968,0.94,1.67071041474404e-09
"EEF1A1",5.74686167681633e-14,0.403186205319102,1,0.996,1.7457241715665e-09
"FOS",6.70357657507447e-14,2.58788757917125,0.492,0.225,2.03634545621037e-09
"DAW1",6.83542653021806e-14,-2.66790551422688,0.044,0.295,2.07639751708434e-09
"GJA1",1.48355403722948e-13,-4.28770629968542,0.008,0.218,4.50659209889199e-09
"TACC2",1.95495965409478e-13,-0.670931357003794,0.847,0.93,5.9385809412437e-09
"AVPR1A",2.04832209187541e-13,-2.27903585880531,0.105,0.375,6.22218801848993e-09
"CD9",4.26826810815013e-13,-0.664192222640178,0.847,0.94,1.29657180321277e-08
"RPS8",6.51574957476313e-13,0.457234282321051,0.992,0.982,1.9792892483258e-08
"CP",7.26720577667236e-13,-0.554914901140672,0.964,0.993,2.20755909877976e-08
"ENSG00000230730",1.01566208821061e-12,-2.87503583159808,0.081,0.323,3.08527672535739e-08
"HLA-A",1.1414250323986e-12,0.612067925138429,0.98,0.982,3.46730682091724e-08
"SLC35F1",1.94113496965726e-12,1.96140754725088,0.427,0.182,5.89658569732785e-08
"RPS24",2.03309574839691e-12,0.429660468576843,0.984,0.989,6.1759349549053e-08
"CD46",2.45805369737042e-12,-0.567009165548037,0.919,0.954,7.46682971650212e-08
"ERRFI1",4.74340613061568e-12,-0.830946906828087,0.653,0.849,1.44090448029713e-07
"RERG",6.56589823922924e-12,-0.782645007036974,0.661,0.874,1.99452290813067e-07
"UGT2B7",7.26291875854686e-12,-0.870717923525041,0.827,0.912,2.20625683128378e-07
"BIRC3",1.36582441632074e-11,-1.04460445515758,0.456,0.733,4.1489648294575e-07
"RPL39",1.56947499833861e-11,0.485767636697774,0.972,0.968,4.7675942024532e-07
"NPM1",2.00416373802381e-11,0.423662634773888,0.984,0.989,6.08804818699493e-07
"CERNA2",2.11244367234715e-11,-0.818973207920865,0.706,0.849,6.41697014348895e-07
"C20orf96",2.14880404832578e-11,0.502476192225842,0.96,0.933,6.52742205759922e-07
"CLDN3",2.47436514000274e-11,0.767700341962508,0.915,0.856,7.51637898578633e-07
"RPS18",2.86297271787261e-11,0.528618704404756,0.956,0.912,8.69685222508162e-07
"RPL34",2.92189809139858e-11,0.357053755130062,1,0.989,8.87584983224145e-07
"TMEM176A",3.38717556879925e-11,-0.976182548698912,0.218,0.523,1.02892232253415e-06
"RPS29",3.44907093828895e-11,0.439951242007402,0.976,0.968,1.04772427892404e-06
"KCTD12",4.80833400054222e-11,3.38744168651537,0.194,0.021,1.46062761934471e-06
"SCNN1A",6.81665295531956e-11,-0.594862824392238,0.758,0.919,2.07069466823742e-06
"CFAP44",7.5891005473827e-11,-1.08483118595023,0.343,0.621,2.30534107327844e-06
"RPS6",9.94573176646863e-11,0.424948961878895,0.992,0.979,3.02121493870018e-06
"PIK3R1",1.05020869270256e-10,-2.04265533624085,0.044,0.253,3.19021894582258e-06
"SORL1",1.55418222234604e-10,-0.935730474410895,0.496,0.744,4.72113933682058e-06
"HLA-B",1.72129587849763e-10,-0.489360456089186,0.96,0.993,5.22878049011225e-06
"ENOSF1",2.09852804952467e-10,-0.70009868175323,0.621,0.825,6.37469865604109e-06
"ENSG00000290677",2.40689784882093e-10,-1.48652129088005,0.306,0.544,7.31143359536332e-06
"HRH1",3.56563180505165e-10,-0.934947013091147,0.472,0.688,1.08313197342054e-05
"MDK",3.73091656520609e-10,-2.50666344288192,0.032,0.218,1.13334052501265e-05
"GREB1",5.09551183419998e-10,-0.849853737285109,0.48,0.744,1.54786362987493e-05
"PLPP1",5.23524923406508e-10,-1.99020096573024,0.036,0.228,1.59031165983195e-05
"RPL7A",5.53950139153877e-10,0.67609396546428,0.911,0.811,1.68273433770773e-05
"RPL31",6.0033111060814e-10,0.369370010983574,0.996,0.993,1.82362581469435e-05
"AHCYL1",7.44938948448813e-10,-0.460336913678562,0.984,0.989,2.26290104370296e-05
"TDRD9",8.38787695149593e-10,-0.840265074661643,0.516,0.765,2.54798538155592e-05
"RPS4X",8.80278343731863e-10,0.389531353533597,0.996,0.986,2.67402152475428e-05
"RPL30",9.16214210178425e-10,0.42665341774825,0.964,0.968,2.783183906259e-05
"JUN",9.58995094165095e-10,2.05230061645182,0.419,0.207,2.91313939754531e-05
"FBXO21",1.59282966720049e-09,-0.576975520152991,0.835,0.926,4.83853868005494e-05
"RPL12",1.71835404041321e-09,0.571330519443778,0.919,0.891,5.21984406856319e-05
"RPL3",2.28180647922958e-09,0.416172813501315,0.935,0.933,6.93144354195571e-05
"CDH1",2.33720803036112e-09,-0.555914459017351,0.73,0.867,7.09973683382796e-05
"C12orf75",2.42006914194708e-09,0.538131809193179,0.964,0.947,7.35144403249263e-05
"CFAP276",2.55732218257202e-09,0.336861961385338,0.992,1,7.76837759399903e-05
"PERP",3.1924326452528e-09,-0.391993087281925,0.988,0.993,9.69765264648443e-05
"DYNLRB2",3.24579258478909e-09,0.585098902469658,0.911,0.856,9.85974413481381e-05
"CROCCP2",3.66057681756142e-09,1.09395191237375,0.556,0.365,0.000111197341987063
"ZNF273",3.87835166531631e-09,0.689677224192526,0.694,0.481,0.000117812688537313
"VCAN",4.7923360622844e-09,-1.96145168712076,0.004,0.14,0.000145576792564013
"B2M",6.38478227601348e-09,0.326294607689258,1,1,0.000193950531198461
"CACNA1C",6.54956486351818e-09,-0.763146799582543,0.331,0.607,0.000198956131859092
"TPPP3",6.68141563894137e-09,0.31856956460789,1,1,0.000202961362864122
"COA3",7.75123138107678e-09,0.601885018382469,0.847,0.807,0.000235459155662969
"ENSG00000253474",8.52577349895637e-09,1.44702804530718,0.403,0.189,0.000258987421577798
"DYNLT1",8.88075792708483e-09,0.473067779093954,0.984,0.982,0.000269770783551056
"PLG",1.04419690371897e-08,1.79531413830379,0.363,0.151,0.000317195693442711
"MYL12B",1.21355047799246e-08,0.34633689627368,0.992,0.996,0.000368640228699768
"RXFP1",1.35903548290956e-08,-1.06985725837244,0.44,0.646,0.000412834208643436
"PPP1CB",1.37242193810325e-08,-0.457227184246425,0.96,0.968,0.000416900612137624
"PIM1",1.48327089660485e-08,-2.313939082455,0.016,0.161,0.000450573200261654
"TMEM190",1.53340232733384e-08,1.20047027284662,0.444,0.214,0.000465801624974199
"CAMKMT",1.60930812169633e-08,-1.55270113744192,0.194,0.411,0.000488859528127695
"RPL9",1.73121727507274e-08,0.346529159261108,0.992,0.989,0.000525891871648847
"KAZN",1.97109819066383e-08,-0.613988594562926,0.823,0.909,0.000598760497377952
"SLC39A14",2.07678699047399e-08,-1.51780235049142,0.206,0.418,0.000630865584096284
"IFITM2",2.22115560058991e-08,-0.570329867602436,0.831,0.923,0.000674720436791198
"RPL38",2.50914623016478e-08,0.328991596055381,0.996,0.989,0.000762203350337155
"MT-CYB",2.99200851824767e-08,-0.161213565786696,0.992,1,0.000908882427588094
"RPS16",3.49655869453519e-08,0.300480095111529,0.988,0.993,0.00106214963463895
"IGFBP4",4.03061718181877e-08,-0.736771433801402,0.685,0.828,0.00122438058132109
"MUC13",4.07304213293101e-08,-0.601017315268555,0.746,0.877,0.00123726800872045
"RPL36",4.32821476401893e-08,0.470271143312663,0.952,0.888,0.00131478179886603
"PDK4",4.46221329723231e-08,-0.958489986978796,0.669,0.814,0.00135548653330026
"PSMD7",5.66379627207863e-08,-0.572480683034191,0.581,0.775,0.00172049139356932
"TMTC4",6.25698049052117e-08,-0.915104681193543,0.367,0.586,0.00190068296360562
"SNTN",6.73427017433478e-08,0.373874224151654,0.992,0.993,0.00204566925085768
"SOD3",8.24743594826175e-08,0.704131363103188,0.891,0.768,0.00250532361800347
"RPLP0",8.39017376109077e-08,0.565775205624843,0.887,0.8,0.00254868308340654
"NSMCE3",8.6281584365835e-08,-1.02360832301918,0.306,0.544,0.00262097568828097
"CETN2",9.51172404980358e-08,0.256043071531092,1,0.989,0.00288937641460883
"RPS28",9.96270772960788e-08,0.342089630694632,0.976,0.972,0.00302637172702299
"RPS15A",1.10120600863933e-07,0.546021964665375,0.875,0.835,0.00334513349244368
"RPS13",1.10889130346348e-07,0.285781100801264,0.984,0.986,0.00336847911253101
"ENSG00000289911",1.11473103507394e-07,-1.82127317992787,0.044,0.2,0.00338621846524411
"MLPH",1.16748076253011e-07,-0.904011381386088,0.395,0.625,0.00354645631233773
"NEAT1",1.18479356495249e-07,-0.60008965074344,0.96,0.986,0.00359904741225619
"SLC34A2",1.26467205565912e-07,-0.424341698207833,0.927,0.954,0.0038416943034757
"ACTA2",1.31522989848711e-07,-1.42038678813512,0.04,0.196,0.00399527386263429
"LINC01541",1.47622960142479e-07,-0.65036635281775,0.565,0.768,0.0044843426602481
"DUOX1",1.56215027754291e-07,-0.713398115724697,0.677,0.804,0.0047453438980921
"NBEA",1.56695515389045e-07,-1.17662909633033,0.177,0.382,0.00475993967097302
"C17orf97",1.61755597029571e-07,0.525964165407149,0.944,0.916,0.00491364977096726
"PLPP5",1.661101236222e-07,0.453121007761718,0.94,0.891,0.00504592722527158
"EVA1A",1.70937959102005e-07,-0.791762979980777,0.452,0.649,0.00519258238364162
"TMPRSS4",1.70963947843614e-07,-1.10670817175544,0.238,0.463,0.00519337184364546
"CFI",1.77153500226338e-07,0.811923997924598,0.81,0.723,0.00538139187637545
"ZNF295-AS1",1.82201223882601e-07,1.19572603090098,0.532,0.347,0.00553472657788176
"RPS27",1.8970450550837e-07,0.382264549206754,0.972,0.944,0.00576265376382776
"BRCA1",2.40464610422571e-07,-0.67402622081,0.548,0.73,0.00730459347080644
"DTNA",2.42430135054939e-07,-1.58986368874044,0.117,0.298,0.00736430021256388
"ENSG00000290018",2.51302113632769e-07,-0.497444613040108,0.617,0.779,0.00763380430582261
"IK",2.54260857709461e-07,-0.283589843615809,0.98,0.996,0.0077236820746403
"RPL6",2.73019019231565e-07,0.391592024746723,0.964,0.954,0.00829349874719726
"YBX1",2.80773452328876e-07,0.397146518361443,0.952,0.93,0.00852905516139425
"SYT10",3.43808304196239e-07,-2.41200806468674,0.032,0.168,0.0104438648565692
"TPT1",3.58654238905806e-07,0.279572841431529,1,1,0.0108948398152417
"SUMO2",3.62757313090341e-07,0.35465707661669,0.98,0.954,0.0110194788997453
"ADH6",3.77465478803212e-07,1.21471588326624,0.504,0.333,0.0114662688496052
"RPL29",4.19989872589522e-07,0.549019124984519,0.883,0.818,0.0127580323596519
"CCDC198",5.22560882098861e-07,-0.601354254693669,0.694,0.828,0.0158738319155171
"GCNT3",6.48842705530783e-07,-1.13785940911675,0.169,0.361,0.0197098948659086
"CST3",6.77457418441534e-07,0.580160972825374,0.806,0.744,0.0205791239999985
"CCBE1",6.78731603770249e-07,-1.0183787226031,0.177,0.382,0.0206178299277289
"RPL23",7.57832810656974e-07,0.306176937259137,0.984,0.975,0.0230206872893269
"CTNNA3",7.73945363687088e-07,-1.4644638529275,0.069,0.228,0.0235101383127227
"OSBPL11",8.19880341645121e-07,-0.713845111459208,0.565,0.726,0.0249055051381538
"SLC7A2",8.47158528224594e-07,-0.830877725822873,0.726,0.818,0.0257341346118785
"FKBP5",8.98051923918483e-07,-0.529794602220874,0.629,0.782,0.0272801232928718
"GALM",9.22687970816699e-07,0.906024831060663,0.56,0.393,0.0280284924894989
"LINC02767",9.33247563531077e-07,-0.985278257650692,0.165,0.365,0.0283492612373835
"PRR18",9.36249117506531e-07,-1.00236093115655,0.238,0.446,0.0284404394424959
"ACAA2",9.55981149762229e-07,-2.6841817589972,0.016,0.13,0.0290398393863272
"HSPB1",1.03062742474478e-06,0.426834390562146,0.968,0.958,0.0313073692814723
"EIF4B",1.05195798068171e-06,0.402029897811427,0.931,0.926,0.0319553275791682
"JAG1",1.26320255397318e-06,-0.520246679808262,0.758,0.877,0.0383723039820432
"SH3BGRL3",1.36040382893807e-06,0.557856130513233,0.843,0.761,0.0413249871116519
"CAPS",1.46720493844342e-06,0.209862535055804,1,0.996,0.0445692844150959
"HPGD",1.4850351821698e-06,1.62913508466096,0.149,0.032,0.045110913728772
"LAMB3",1.48562005518717e-06,-1.14918367903954,0.125,0.305,0.0451286804164208
"CTNNB1",1.485840933507e-06,-0.653772165985081,0.52,0.688,0.045135390037142
"PSORS1C3",1.55730930672593e-06,1.64739121482724,0.206,0.067,0.0473063848104135
"B3GAT1-DT",1.60405430454804e-06,0.889606994472285,0.617,0.446,0.0487263576092558
"C5orf49",1.63910806195172e-06,0.318251002641081,0.944,0.947,0.0497911855979074
"TOPORS",1.65879904527514e-06,-1.1789451298079,0.157,0.344,0.050389338598323
"LINC02315",1.6716302287557e-06,3.58458598088162,0.097,0.007,0.050779111458912
"WDR91",1.87149341420973e-06,-0.874793762052353,0.165,0.361,0.0568503554434489
"ARG2",1.96261745832627e-06,-1.1960014292433,0.165,0.347,0.0596184305315771
"LRP1",2.01458947638493e-06,4.3948452064098,0.077,0,0.0611971845241449
"RPL5",2.01575414498207e-06,0.354404766466916,0.948,0.937,0.0612325636621203
"CDKN2A",2.05647179474015e-06,0.731375668493052,0.673,0.509,0.0624694437088215
"ENSG00000234156",2.0834270131592e-06,-3.2657956146305,0.016,0.123,0.0632882623787371
"DAPP1",2.13567422665541e-06,-1.11373352970539,0.173,0.354,0.0648753759831115
"FHL2",2.16878043835859e-06,-1.63140947190798,0.056,0.193,0.0658810433760188
"UCA1",2.4340431897158e-06,-0.544658104461075,0.702,0.846,0.0739389299739968
"FOSB",2.63964790396252e-06,2.87034366996294,0.117,0.018,0.0801845843786693
"TNFAIP2",2.64560044357528e-06,-1.08045372741459,0.431,0.628,0.0803654046744864
"ADGRG1",2.73730588750014e-06,-0.823985350079886,0.206,0.396,0.0831511409445916
"RPL26",2.9087657971817e-06,0.470441240798082,0.798,0.74,0.0883595786209885
"NAMPT",3.34085328790194e-06,-0.735159474628376,0.294,0.488,0.101485100326597
"SENP3",3.36297160696491e-06,-1.82194540645051,0.065,0.204,0.102156988504773
"YWHAE",3.67911786137146e-06,0.213477330734748,0.992,0.996,0.111760563274881
"RPL14",3.68490626874367e-06,0.416587319230328,0.96,0.947,0.111936397725626
"ARID5B",3.75172579114054e-06,-0.716448873965193,0.456,0.642,0.113966174357476
"CFAP157",4.00651063311844e-06,0.428788481667011,0.98,0.958,0.121705773502239
"OST4",4.22632058143562e-06,0.512702512774208,0.871,0.853,0.12838294030227
"HLA-DRB6",4.28374022276747e-06,1.0822914329251,0.306,0.14,0.130127176747007
"SPTLC3",4.33241365081856e-06,-1.34114873776386,0.105,0.263,0.131605729470915
"SLC11A2",4.36292960424801e-06,-0.617273891344969,0.484,0.688,0.132532712588242
"PPP3CA",4.40691787895965e-06,-0.375154289107799,0.867,0.958,0.133868944409157
"C2orf73",4.50061059018118e-06,-0.567126765952455,0.46,0.663,0.136715047897934
"PDE9A",4.55171854562951e-06,-1.13067729512825,0.105,0.263,0.138267554260588
"AQP3",4.62740133469413e-06,0.555277288032568,0.685,0.537,0.140566570344004
"TAPBPL",4.74853617938548e-06,-0.930823400074466,0.206,0.411,0.144246283521193
"CADM1",5.86674991527698e-06,-0.364925006431002,0.859,0.923,0.178214262176369
"MRPL43",5.96329347724252e-06,0.541304272421213,0.75,0.67,0.181146965958196
"NUDT7",6.02130959645035e-06,1.00315404683139,0.464,0.316,0.182909321611372
"RDH10",6.37808502141832e-06,-0.991804335103754,0.145,0.319,0.193747088695624
"GAREM1",6.48886834781165e-06,-1.24569543713379,0.153,0.323,0.197112353801475
"MB",6.56910273583901e-06,1.22489764177173,0.355,0.196,0.199549633806582
"CPAMD8",6.63966576867562e-06,-0.721382671964269,0.109,0.274,0.201693127055059
"GNAS",6.84411026241664e-06,0.250476614644595,0.996,1,0.20790353744143
"CDKN1A",6.8632686147548e-06,0.403472285866409,0.96,0.919,0.208485510710407
"WARS1",7.09497974958032e-06,-0.819859560192686,0.319,0.509,0.215524199853001
"PLAT",7.35994977161503e-06,-3.437899140564,0.012,0.105,0.22357319421235
"PARP8",7.48984846415637e-06,-0.477766219915245,0.21,0.414,0.227519126795678
"SCN1A",7.60318742364103e-06,1.33197354966664,0.266,0.119,0.230962024367944
"TIMP1",8.11101797777136e-06,-3.74377574249762,0,0.077,0.246388393110761
"TMEM37",8.30384811611081e-06,-3.10772906889109,0.004,0.088,0.252245994223098
"RPS14",8.4233458464614e-06,0.452580661904814,0.835,0.796,0.255875976777958
"RASEF",9.00011267798331e-06,-0.636521165073975,0.21,0.393,0.273396422819099
"ARHGEF5",9.1349351334417e-06,-1.34693331641239,0.109,0.263,0.277491924548559
"RPL41",9.67403916060923e-06,0.301071250509442,0.992,0.989,0.293868287581827
"HOMER2",9.72198632213307e-06,-0.352563888087865,0.919,0.947,0.295324778507436
"OAZ1",9.87759782866618e-06,0.286308059789377,0.988,0.975,0.300051789241392
"C2orf88",9.99142776499273e-06,-0.557271658192677,0.605,0.754,0.303509601217184
"ERICH3",1.07203849219072e-05,-0.379840461854811,0.952,0.989,0.325653132772775
"CCDC74A",1.118358241132e-05,0.45356479622227,0.891,0.828,0.339723682908669
"ALCAM",1.15297818858625e-05,-0.324683682260248,0.871,0.961,0.350240184346846
"RPS7",1.19565116689761e-05,0.343959218316105,0.895,0.895,0.363202954968488
"TSHZ2",1.23188562986227e-05,-0.900977294113349,0.331,0.495,0.37420989778326
"LUC7L",1.23681224342787e-05,-0.551706012283424,0.254,0.442,0.375706455186083
"LINC03015",1.25449688915153e-05,-1.29860832981523,0.044,0.165,0.381078520017562
"EPCAM",1.2637240158219e-05,-0.306196498029783,0.956,0.989,0.383881444286219
"PER2",1.27254007058761e-05,-0.507496318197969,0.456,0.656,0.386559497242397
"CPEB4",1.29228981970079e-05,-0.421935179825747,0.669,0.796,0.392558878530509
"ZNF503",1.31277441796241e-05,-0.517661360283372,0.331,0.533,0.39878148494444
"QSOX1",1.31383722985835e-05,0.995465219157245,0.423,0.277,0.399104335314072
"MTO1",1.33580097583347e-05,-2.08491298502342,0.036,0.147,0.405776262428933
"CRPPA",1.43853117874842e-05,-1.04675070393617,0.173,0.344,0.436982616168408
"LKAAEAR1",1.45810773893417e-05,-1.95926457671819,0.028,0.133,0.442929387856032
"TSC22D3",1.47122726353518e-05,-0.759451836047088,0.286,0.495,0.446914705844081
"RPL27",1.48023651630519e-05,0.30694698138536,0.956,0.94,0.449651446558026
"RPL13",1.49136468303192e-05,0.378006202064878,0.903,0.919,0.453031849764606
"EPPIN",1.53278609826335e-05,0.88685581180977,0.605,0.47,0.465614433069458
"TTTY14",1.56289351222378e-05,-0.770836163940304,0.508,0.67,0.474760162208218
"PLAG1",1.59561342981879e-05,-1.70811786480571,0.052,0.172,0.484699491576055
"MS4A8",1.63761252349679e-05,0.441126278252252,0.992,0.975,0.49745755626262
"LPIN1",1.71252705195397e-05,-1.650355403834,0.069,0.196,0.520214342572058
"ITGB8",1.7870758375389e-05,-0.62844162689747,0.714,0.779,0.542860027169193
"DMTN",1.83408866250189e-05,0.710694725929008,0.673,0.544,0.5571411130082
"RPS3",1.90987816223369e-05,0.522371907099507,0.754,0.688,0.580163689341729
"ST3GAL1",1.92693631831447e-05,-1.41723287634063,0.065,0.193,0.585345445414387
"NABP1",1.95895574716726e-05,-0.840634211460676,0.21,0.393,0.595071987316998
"PRDM4",1.96834712172198e-05,-0.932624688329355,0.169,0.34,0.597924805165485
"ZNF486",1.99685340593373e-05,0.939089085872724,0.448,0.288,0.60658415912049
"LDLRAD1",2.04536014369348e-05,0.497282824186374,0.919,0.923,0.621319050849768
"SELENOW",2.08087490567794e-05,0.415704240911682,0.875,0.846,0.632107370097788
"CLGN",2.15330729549516e-05,-0.394030735644429,0.569,0.768,0.654110157152564
"PLCL1",2.17218697452064e-05,-4.84292035826562,0,0.07,0.659845237250135
"SMIM6",2.22389130217251e-05,0.702496960919788,0.758,0.656,0.675551460860942
"SRP14",2.38249531806488e-05,0.340165141068854,0.98,0.954,0.72373060276857
"ATP5F1E",2.39828969637604e-05,0.240762682819963,0.992,0.986,0.728528461068151
"EEF2",2.40291426581578e-05,0.39846500420723,0.855,0.793,0.729933266526859
"FOXO1",2.42287630204383e-05,-0.791810458172963,0.331,0.498,0.735997134271855
"KDM6A",2.47677987657559e-05,-0.880018523088417,0.198,0.375,0.752371423107368
"SGMS2",2.50952662950086e-05,-0.461354314033873,0.778,0.867,0.762318904243477
"PTPN3",2.54415311195543e-05,-0.517970897262905,0.637,0.786,0.772837390818702
"SSBP3",2.71611344488239e-05,0.368291657160805,0.968,0.965,0.825073781151924
"TRAM1",2.84281673184201e-05,-0.396937321431581,0.81,0.853,0.863562438631647
"ATP1B1",2.85166628424741e-05,-0.487629813804651,0.738,0.877,0.866250667165835
"RPL10A",2.85743072396724e-05,0.369132462265342,0.919,0.912,0.86800173101953
"NRXN3",2.88267457581707e-05,-0.622584430463334,0.56,0.747,0.875670055895951
"KIFC3",3.08929529614951e-05,-1.00265710964339,0.181,0.347,0.938435232111336
"C10orf95",3.1210080433578e-05,0.41763535622651,0.895,0.839,0.948068613330798
"ZNF391",3.22334046790632e-05,0.93347236481162,0.464,0.309,0.979154133935903
"TAGLN2",3.29198985726246e-05,0.504646625251056,0.899,0.881,1
"ENSG00000258526",3.3383142175047e-05,-1.02594654451874,0.625,0.768,1
"ANXA13",3.36751865197077e-05,0.977779641606314,0.359,0.204,1
"LRRC41",3.54090178678444e-05,-0.649991694388854,0.319,0.516,1
"PRSS16",3.5837804702102e-05,1.65872611751427,0.145,0.042,1
"TFRC",3.6723560923479e-05,-0.639674013844449,0.306,0.502,1
"PDE4D",3.68755317749339e-05,-0.89740747347101,0.282,0.46,1
"FAM166B",3.71426664940722e-05,0.333972321622122,0.952,0.954,1
"PALLD",3.91091441674931e-05,-0.618818612640559,0.536,0.695,1
"FABP6",4.06497282601515e-05,0.558098427681379,0.633,0.47,1
"CD109",4.11868560856031e-05,-1.44770862647115,0.052,0.168,1
"NFKBIA",4.14782665009873e-05,-0.733131674518285,0.282,0.474,1
"EPHX1",4.16957709409012e-05,0.385566420191253,0.94,0.912,1
"NRSN2-AS1",4.17493959546997e-05,-1.07843896045406,0.121,0.27,1
"DSTN",4.2046182977938e-05,0.326966785013926,0.98,0.961,1
"B3GNT2",4.45006981722639e-05,-0.889615556185289,0.169,0.33,1
"ST6GAL1",4.47267345853556e-05,-0.575746647482152,0.508,0.677,1
"RACK1",4.73001606663799e-05,0.409088496836128,0.839,0.779,1
"FAM102A",4.74820501922965e-05,-0.553066724158624,0.698,0.8,1
"CYP4B1",4.79972932030489e-05,0.754739680371075,0.685,0.572,1
"LBH",4.99255673780799e-05,-0.383164440776426,0.524,0.691,1
"TRIOBP",5.12365850048057e-05,0.54211894987033,0.73,0.677,1
"SH3BP5",5.1675852617075e-05,-0.603136524539178,0.27,0.456,1
"CRYBG2",5.37978633885921e-05,-1.93282550336994,0.032,0.13,1
"HLA-DRA",5.50095804803937e-05,-0.537772865624219,0.831,0.909,1
"MUC4",5.54056019937805e-05,-1.25486495203601,0.052,0.165,1
"SIK1",5.67452578603199e-05,-1.00553929114902,0.202,0.358,1
"HOTAIRM1",5.91134659718798e-05,1.69195564455486,0.177,0.067,1
"CCDC17",5.93541724615449e-05,0.321634368452196,0.931,0.951,1
"CNKSR3",6.07754217497236e-05,-0.817195695757444,0.23,0.4,1
"CLK1",6.08579429976603e-05,-0.520168625529456,0.552,0.737,1
"IFI44L",6.19403010376247e-05,-0.289216263994357,0.121,0.27,1
"CD74",6.26588908118394e-05,-0.377474561872202,0.984,0.993,1
"OSTN",6.43272725607593e-05,3.31144846732989,0.065,0.004,1
"SOD1",6.55569469122126e-05,0.228851990545907,0.988,0.979,1
"EGR1",6.56004399732684e-05,1.79579182495167,0.234,0.109,1
"TGFBR1",6.6615680769934e-05,-1.42979437589018,0.06,0.175,1
"LINC02057",6.67391057722257e-05,-1.69809435160684,0.052,0.161,1
"ALOX5AP",7.06651639791158e-05,0.826279198132176,0.488,0.34,1
"RNF213",7.09029400363116e-05,-0.396586881988165,0.399,0.579,1
"CBR1",7.22814767527819e-05,-0.710402661191445,0.173,0.337,1
"COL1A2",7.25406750486953e-05,-0.936551371578078,0.012,0.091,1
"QRSL1",7.26445291099223e-05,-0.661345769720124,0.383,0.568,1
"MSH6",7.31437615872173e-05,-0.823539689332372,0.117,0.26,1
"PPP1R15A",7.34799627512927e-05,0.401345942788803,0.879,0.825,1
"PLCE1",7.38566298007514e-05,-0.777163341858867,0.403,0.565,1
"SLC26A2",7.38944096018708e-05,-1.92068989947001,0.117,0.246,1
"USP9X",7.41419746509188e-05,-0.337582743304725,0.81,0.895,1
"NDUFS1",7.47669622405158e-05,-0.365990620844714,0.694,0.804,1
"IL1R1",8.28606407959598e-05,-0.490781120402554,0.786,0.839,1
"PPP1R1B",8.58557035749865e-05,0.838264887795406,0.391,0.253,1
"FZD1",8.71179476141643e-05,-0.644276943627254,0.242,0.418,1
"SF3B4",8.74493798262411e-05,0.363736512500754,0.879,0.87,1
"TCF7L2",8.74884852074051e-05,-0.565386093707808,0.399,0.589,1
"TMTC3",9.09192711080667e-05,-0.789072821848482,0.25,0.404,1
"NAB1",9.28317032666168e-05,-0.866783089125715,0.169,0.319,1
"AMD1",9.42401763944419e-05,-0.665164903273955,0.343,0.509,1
"C2orf74-DT",9.42542285304868e-05,-1.35988825714873,0.065,0.179,1
"DHRS9",9.65409731561624e-05,-1.47300516802516,0.089,0.211,1
"SKIL",0.000101098453964684,-0.529869010087679,0.5,0.674,1
"HSPA1A",0.00010757317618493,0.581704498470159,0.835,0.846,1
"IQCA1",0.000108111424411936,-0.413545072495293,0.504,0.695,1
"LRRC46",0.000109559702014345,0.287275846053431,0.984,0.975,1
"RESF1",0.000113554812976422,-0.747278260342038,0.565,0.656,1
"SERP1",0.000114976774413619,0.346877683233062,0.919,0.856,1
"EMP2",0.00011772504869027,0.512018567224518,0.786,0.688,1
"ENSG00000258053",0.000118897638733239,3.51708098813245,0.06,0.004,1
