"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MPP3",0.0631574141310015,2.19293500035449,0.012,0,1
"MYBPC1",0.0631574141310015,2.48092366308541,0.012,0,1
"NUP133-DT",0.0631574141310015,1.88547701225135,0.012,0,1
"PAK6-AS1",0.0631574141310015,2.17552143585576,0.012,0,1
"PCDHB9",0.0631574141310015,1.81847809669814,0.012,0,1
"PRSS8",0.0631574141310015,2.45535791482532,0.012,0,1
"RRN3P3",0.0631574141310015,2.12218639396395,0.012,0,1
"SLC43A1",0.0631574141310015,1.73420915915358,0.012,0,1
"STAB1",0.0631574141310015,2.3323383767374,0.012,0,1
"SYCE2",0.0631574141310015,1.62445466105234,0.012,0,1
"TENM2-AS1",0.0631574141310015,2.16309647130757,0.012,0,1
"TENT5B",0.0631574141310015,1.99729104351684,0.012,0,1
"THEMIS",0.0631574141310015,2.05792799747886,0.012,0,1
"TLCD3B",0.0631574141310015,1.57474571261374,0.012,0,1
"TMEM178B",0.0631574141310015,1.88891214143528,0.012,0,1
"TRIL",0.0631574141310015,2.28907246856402,0.012,0,1
"WNT4",0.0631574141310015,1.99885041954672,0.012,0,1
"YAE1-DT",0.0631574141310015,1.8709487283455,0.012,0,1
"ARMH2",0.0631574141310015,1.9175590706418,0.012,0,1
"ENSG00000230628",0.0631574141310015,2.16991722497623,0.012,0,1
"ENSG00000236164",0.0631574141310015,1.90674539939511,0.012,0,1
"ENSG00000249588",0.0631574141310015,1.77964402525305,0.012,0,1
"ENSG00000257265",0.0631574141310015,1.66402590070679,0.012,0,1
"ENSG00000273328",0.0631574141310015,2.07273102627424,0.012,0,1
"ENSG00000278769",0.0631574141310015,1.9011653040159,0.012,0,1
"ENSG00000286463",0.0631574141310015,1.88371022080467,0.012,0,1
"ENSG00000287370",0.0631574141310015,2.10716943990228,0.012,0,1
"FAM169A-AS1",0.0631574141310015,1.66772272510948,0.012,0,1
"GJB5",0.0631574141310015,1.70980153608173,0.012,0,1
"KRT27",0.0631574141310015,2.07362791929861,0.012,0,1
"LINC00458",0.0631574141310015,1.82427405303857,0.012,0,1
"PACRG-AS1",0.0631574141310015,1.43316464986421,0.012,0,1
"SRPK3",0.0631574141310015,2.33747145335532,0.012,0,1
"UBE2E3-DT",0.0631574141310015,1.75184335477161,0.012,0,1
"NR1D2",0.0631761618506262,-0.284164739092173,0.306,0.404,1
"TOMM40",0.0632391422649898,-0.370150169282187,0.097,0.154,1
"ARHGEF11",0.0632547730886925,-0.238029754699306,0.198,0.281,1
"ADK",0.0632724179415281,-0.43959519181472,0.423,0.505,1
"TM7SF3",0.0632799919686574,0.42754827208961,0.44,0.404,1
"FMO5",0.0632931177477645,-0.486695041102316,0.093,0.147,1
"FAM184A",0.0632933371448196,-0.986536581988017,0.036,0.074,1
"EOLA1-DT",0.0633838233597301,-0.492307584256656,0.121,0.179,1
"ACO1",0.0634225050544384,-0.294790751801716,0.169,0.246,1
"AKAP7",0.0635338361388577,0.496266534607843,0.323,0.274,1
"SNX7",0.0635377481090377,0.201067075061239,0.516,0.463,1
"REX1BD",0.0636029179809024,-0.694995267868986,0.089,0.14,1
"MFSD12",0.0636030314437457,-0.302292579265375,0.161,0.235,1
"TPGS1",0.0636785767814618,-1.16646187675036,0.024,0.056,1
"SMARCC1",0.063747349448229,-0.115548607979673,0.508,0.6,1
"COPS4",0.063827824567974,-0.371844549143787,0.226,0.305,1
"TCTA",0.0639576323421868,-0.226560579283181,0.419,0.512,1
"NEIL2",0.0639967740000431,-0.300420959419625,0.222,0.305,1
"REPIN1",0.0640421252534314,-0.215986601094041,0.645,0.681,1
"TAT-AS1",0.064091010143611,-0.702516733437243,0.028,0.063,1
"ERBIN",0.0640916516125055,-0.297874728517961,0.536,0.596,1
"KMT2B",0.0641071906800268,-0.146998068163226,0.153,0.232,1
"SLC12A7",0.0641353554293459,-0.114850863049008,0.427,0.537,1
"STOX1",0.0641414432205043,0.317154630065107,0.831,0.779,1
"HLA-DMB",0.064204060897606,-0.130460711711236,0.331,0.428,1
"DVL3",0.0642477826636754,-0.188101939652854,0.359,0.453,1
"SLAIN2",0.0643989890375414,0.191153042455734,0.895,0.895,1
"ADAMTS9",0.0644235158868584,1.69289325067554,0.065,0.032,1
"ZDHHC16",0.0644782756267734,-0.541242897475236,0.081,0.133,1
"TGIF1",0.0645927502719524,-0.185250146940525,0.625,0.712,1
"DNMT1",0.0646867423965622,-0.216566244747089,0.609,0.688,1
"E2F8",0.0647153887772793,1.09075754492859,0.101,0.06,1
"C14orf93",0.0647156776444756,1.22484769898899,0.105,0.063,1
"PWWP3A",0.064788470494045,-0.198659445452051,0.5,0.596,1
"ARPIN",0.0648463310821127,0.396991322815038,0.448,0.404,1
"SKAP2",0.0648478568479787,0.299133637229741,0.5,0.449,1
"LRRC61",0.0649113889816264,-0.237438969561841,0.419,0.516,1
"RAB14",0.0649116893391196,-0.17817287078516,0.698,0.754,1
"CLCN7",0.0649184774635974,-0.5938407368825,0.065,0.112,1
"CCDC120",0.0649965438823644,-0.517489535564677,0.056,0.102,1
"RPA3",0.0650322122101308,0.17841444019207,0.819,0.804,1
"BRD1",0.065079846872184,-0.276287689394304,0.319,0.418,1
"LY6H",0.0650946499041156,-1.08088860721763,0.024,0.056,1
"CCDC33",0.065158595430078,0.325071544604077,0.621,0.579,1
"GCDH",0.0651709609516586,0.700802128656483,0.173,0.123,1
"PPP1R11",0.0651726814880159,0.408614366986811,0.593,0.544,1
"ERMARD",0.0651836924018443,-0.193639515077825,0.266,0.358,1
"PGAP6",0.0652268855635116,-0.171996601296019,0.315,0.414,1
"C9orf64",0.065230989260449,-0.269133005086562,0.331,0.432,1
"PGAP3",0.0653275801499498,-0.497397984566537,0.101,0.158,1
"PLEKHA1",0.0653359666951898,-0.247172853070358,0.371,0.484,1
"ASH2L",0.0653695893961552,0.330961430827496,0.589,0.551,1
"EMSY-DT",0.0653839083901044,0.855839021810056,0.161,0.112,1
"KIAA1958",0.0653880984293557,-0.319355525823773,0.444,0.533,1
"ZBTB2",0.0654324835386047,-0.889990312981144,0.052,0.095,1
"ENSG00000275765",0.0654866336280102,0.988470839829867,0.125,0.081,1
"OOEP",0.0654933228724764,-0.100539994239933,0.399,0.523,1
"ABRAXAS2",0.0655563009888773,-0.391686775054178,0.238,0.316,1
"ENSG00000273456",0.0655724077032254,-0.801282760994211,0.024,0.056,1
"TBC1D15",0.0656439327653674,-0.310875069665355,0.343,0.428,1
"MED31",0.0656874366674588,-0.189623280646699,0.508,0.593,1
"CNGA4",0.0657621749284066,-0.565898912736515,0.073,0.123,1
"ENSG00000290192",0.0659940886414778,1.43750282534205,0.065,0.032,1
"GGPS1",0.0660136985838529,-0.318961789131437,0.234,0.312,1
"MYLK-AS1",0.0660141697406974,-1.15096388598078,0.073,0.119,1
"TMEM251",0.0660612814800944,-0.296353038422704,0.323,0.411,1
"CHDH",0.0660801680941915,1.67973825316554,0.044,0.018,1
"APBA2",0.0661566075945012,-0.818127399079581,0.036,0.074,1
"SETD6",0.0662368841330761,-0.333975723394228,0.254,0.34,1
"ENSG00000286162",0.0662762620941452,-0.812146209171081,0.069,0.116,1
"SAMD13",0.0662782254530482,0.975255043608628,0.125,0.081,1
"CDKL1",0.0663583180105131,0.249023838034996,0.577,0.516,1
"DPH5-DT",0.0663586341572143,1.25830346738884,0.089,0.049,1
"ENSG00000289028",0.0663618029731717,1.58033787598491,0.044,0.018,1
"ZNF674-AS1",0.0663632307347326,0.343150514701986,0.048,0.091,1
"ANO1",0.066382224043755,-1.32673117152946,0.04,0.077,1
"ITGA2",0.0664023734278887,-0.387979644366601,0.073,0.123,1
"CYB5A",0.0664884668349468,0.275375981433892,0.778,0.754,1
"SLC15A4",0.0665757564571897,-0.28577193410813,0.294,0.375,1
"COX6A1",0.0666444492428284,0.102537590206363,0.895,0.902,1
"PLEKHF2",0.0666538941534352,-0.291863004183206,0.294,0.389,1
"FGD6",0.0666767835690856,1.4558974611383,0.065,0.032,1
"CLN8",0.0667284995271786,0.393984563353245,0.302,0.239,1
"EXD2",0.0667563729176737,-0.468997592573396,0.242,0.319,1
"EFCAB12",0.0667746250535075,0.289139859219258,0.585,0.551,1
"GKAP1",0.066781156771664,0.560677855178622,0.335,0.284,1
"SRGAP3",0.0668952407186227,-0.422829108112583,0.569,0.653,1
"ZDHHC20",0.0669171325414174,0.470540748118776,0.298,0.246,1
"OS9",0.067022142055147,-0.177694240211561,0.681,0.733,1
"GPX4",0.0671307576097431,0.247826437553484,0.863,0.849,1
"CCDC22",0.0671447550940228,-1.14061395740452,0.044,0.084,1
"B3GNT3",0.0671538983931322,-0.176362336851314,0.23,0.309,1
"NAXE",0.0672003106355705,0.423186137379457,0.419,0.365,1
"POLRMT",0.0672097537617151,-0.362880790782125,0.097,0.154,1
"NDOR1",0.0672673767199492,-0.850514485500792,0.024,0.056,1
"SNHG8",0.0673123958016851,-0.243345713899009,0.323,0.421,1
"RSAD2",0.0674313510960377,-0.620286071559224,0.198,0.26,1
"PFKM",0.0674557130419747,-0.405952938088149,0.06,0.109,1
"RC3H2",0.0674844272823564,-0.262178746796176,0.238,0.326,1
"IMPA2",0.0674942087377971,0.726246802677803,0.153,0.102,1
"SNX18",0.0675113679356064,-0.416182898012981,0.129,0.193,1
"CPD",0.0675706150095084,-0.216957265203695,0.548,0.639,1
"VRK3",0.067587927313535,0.19854360316412,0.806,0.832,1
"TRAPPC2L",0.0676183279236943,0.454407007374383,0.484,0.439,1
"ANKRD39",0.0676388902824542,-0.586849484677652,0.077,0.126,1
"ARL6IP1",0.0676965012390804,0.196585413909391,0.778,0.73,1
"ENSG00000284691",0.0677398363862048,0.816459722443412,0.23,0.182,1
"ZSCAN30",0.0677640002213054,-0.362528980552286,0.161,0.228,1
"ATP5PO",0.0677947679089386,0.369727123187685,0.52,0.456,1
"MVP",0.0679180272072159,-0.295670337444261,0.556,0.628,1
"ARPP19",0.0679216608255196,-0.330904211640268,0.565,0.625,1
"CNOT6",0.0679639653275629,-0.315770892258498,0.532,0.596,1
"TAF15",0.0680074062002761,-0.287759037029114,0.508,0.596,1
"TANC1",0.068015541712151,-0.396615502637707,0.165,0.235,1
"ZNF468",0.068044311690515,-0.452284798136715,0.19,0.256,1
"APH1B",0.0680619037202737,0.219509228551812,0.653,0.582,1
"KIFC2",0.0681054330736216,-0.895192685217824,0.093,0.144,1
"ZNF385A",0.068114834501066,0.439363109656819,0.468,0.418,1
"IPO13",0.0681702194190683,0.49016569561201,0.222,0.165,1
"GPATCH8",0.0682233564401218,-0.446736526197719,0.452,0.53,1
"FKBP8",0.0682767579135817,0.303910148570349,0.423,0.375,1
"EBF4",0.068432644294759,1.49570982738247,0.069,0.035,1
"CCN2",0.0684410735117599,-0.271317491193589,0.75,0.793,1
"AIFM3",0.0684428157573139,1.85360071727619,0.02,0.004,1
"ANXA6",0.0684428157573139,2.11217328290184,0.02,0.004,1
"C5orf67",0.0684428157573139,2.5207905018511,0.02,0.004,1
"DSCC1",0.0684428157573139,2.06120137625707,0.02,0.004,1
"ENSG00000241168",0.0684428157573139,2.28091419954604,0.02,0.004,1
"ENSG00000249967",0.0684428157573139,1.81816575868776,0.02,0.004,1
"ENSG00000263235",0.0684428157573139,2.00380941709854,0.02,0.004,1
"ENSG00000264558",0.0684428157573139,2.13044948068892,0.02,0.004,1
"ENSG00000284879",0.0684428157573139,2.26136404925897,0.02,0.004,1
"ENSG00000291297",0.0684428157573139,1.90432431062868,0.02,0.004,1
"LINC02253",0.0684428157573139,2.46074380930117,0.02,0.004,1
"MT1G",0.0684428157573139,1.92644256211278,0.02,0.004,1
"PCAT7",0.0684428157573139,1.69801451649627,0.02,0.004,1
"EI24",0.0684495151415226,0.270917119604628,0.75,0.744,1
"LINC01186",0.068476022819477,-0.750697805858616,0.113,0.168,1
"TAP2",0.0685054225479182,-0.166082767320231,0.181,0.256,1
"ENSG00000287549",0.068529223283466,-0.815882451869598,0.044,0.084,1
"SLC22A4",0.0685860372229486,0.129151855288571,0.331,0.432,1
"MYL6",0.0685973796965489,0.181200591822795,0.923,0.93,1
"SEPTIN9",0.0686586133669562,-0.174718581623876,0.742,0.796,1
"RANGRF",0.0686806909687872,-0.156354939651233,0.254,0.333,1
"SLC52A1",0.0686950117211118,-0.714184813269895,0.036,0.074,1
"ENSG00000227486",0.0687112941164736,-0.776536792559002,0.093,0.144,1
"COLCA1",0.0687285618747438,0.422525945525027,0.359,0.302,1
"SMIM2-AS1",0.0688033784545318,0.951689671606111,0.121,0.077,1
"GULP1",0.068867267357412,-0.61401509313084,0.145,0.207,1
"ABCC5-AS1",0.0689122607485745,1.70155792845884,0.02,0.004,1
"MROH1",0.068999652240505,-0.67207101124269,0.137,0.196,1
"FAM91A1",0.0690179317533708,-0.203667447001987,0.298,0.396,1
"LINC02725",0.0692366471135148,-1.22792929699383,0.02,0.049,1
"RPL19",0.0692976353427285,0.146980638066744,0.895,0.909,1
"APOLD1",0.0693843480434898,2.05473204716168,0.02,0.004,1
"FANCG",0.0693843480434898,1.62788419615856,0.02,0.004,1
"ZEB2",0.0693843480434898,1.72770384788459,0.02,0.004,1
"ENSG00000290514",0.0693843480434898,1.5872208158246,0.02,0.004,1
"ABHD6",0.0694807761295424,0.44003752576563,0.427,0.379,1
"MICAL2",0.0695141431827627,-0.490744210663165,0.145,0.207,1
"CDKL3",0.0695255340531793,1.38267463882131,0.044,0.018,1
"CLSTN2",0.0695324262055526,-0.796269974956817,0.044,0.084,1
"PDGFC",0.0695605917076474,-0.469899734776853,0.185,0.263,1
"UNC119B",0.0696032443628178,0.260731029977099,0.806,0.814,1
"MSX2",0.0696692595799346,0.797083499602502,0.363,0.33,1
"ENSG00000278390",0.0697583966861619,-0.257141714016223,0.093,0.147,1
"DNAH3",0.0697780183426363,0.275568023008994,0.629,0.589,1
"ENSG00000249574",0.0698590879943005,1.49896160195326,0.02,0.004,1
"ENSG00000256615",0.0698590879943005,1.54953901815808,0.02,0.004,1
"ATG16L1",0.0698865045403086,-0.353268539336432,0.214,0.291,1
"EXOSC2",0.0700217121991726,0.987069210135383,0.125,0.081,1
"NDUFAF6",0.0700264922986319,0.242096769001944,0.528,0.46,1
"CDK14",0.070038501541667,-0.785372054706796,0.044,0.084,1
"SSPN",0.0700741100559195,0.630328070720923,0.327,0.277,1
"CALM3",0.0701478338254821,0.318263168571066,0.593,0.575,1
"ADGRF5",0.0701545715633184,0.132985456217617,0.069,0.116,1
"PTOV1-AS1",0.070256839462573,-0.705322337632929,0.024,0.056,1
"MGA",0.0703006334174755,-0.117254665537821,0.294,0.379,1
"CDC20",0.0703364909607618,1.69374687538952,0.02,0.004,1
"PPIA",0.0703386530358869,0.100296371802251,0.96,0.989,1
"ENSG00000260729",0.0704646846394016,-1.11523789921874,0.048,0.088,1
"ENSG00000290548",0.0704711069372014,-0.627343156816327,0.089,0.14,1
"ENSG00000287600",0.0705595033183841,-0.516948749157473,0.145,0.207,1
"EXT1",0.0705645925704944,-0.367740396372105,0.395,0.474,1
"IGSF10",0.0705843046599529,0.326409389815036,0.222,0.158,1
"CAPN10-DT",0.0707141247141776,1.3672192928449,0.069,0.035,1
"ERCC6L2",0.0707596605291106,0.638626686930591,0.258,0.207,1
"NUTF2",0.0707679823348818,0.163120808602113,0.871,0.828,1
"PHACTR2",0.0707687655457515,-0.36242159400846,0.444,0.523,1
"INTS4P1",0.0708165673098884,1.2521297728019,0.02,0.004,1
"MFSD13A",0.0708165673098884,0.713588890801133,0.02,0.004,1
"NTPCR",0.070985457847336,0.409537752341915,0.395,0.361,1
"MBNL1-AS1",0.0710209992421541,-0.360972744498946,0.024,0.056,1
"SDF2",0.0710703710945303,-0.461227032697993,0.218,0.281,1
"IL15",0.0710870053357546,-0.317736886512182,0.145,0.207,1
"AGA-DT",0.0710916789376396,-0.412375577278526,0.036,0.074,1
"MYD88",0.0710986213612576,-0.319901891438866,0.125,0.189,1
"CCDC88A",0.0711140858354173,-0.620011752544374,0.383,0.453,1
"AZIN2",0.0711397384208476,-1.14820967594964,0.02,0.049,1
"MILIP",0.0711745333930075,-0.435610643965084,0.048,0.091,1
"PRADC1",0.0712271669408413,-0.583934467188528,0.052,0.095,1
"CHMP1A",0.0714109852311762,0.376363191114193,0.488,0.442,1
"KRT80",0.0714722290841253,-0.23452474087556,0.331,0.432,1
"GDI2",0.07153816512646,0.327176568364799,0.649,0.646,1
"ENSG00000264187",0.0716025508664729,0.913075453435837,0.044,0.018,1
"TCEAL4",0.0716376324762971,-0.268680130794562,0.315,0.411,1
"FHL1",0.0716440150805823,1.10333248159897,0.069,0.035,1
"UVRAG-DT",0.07164687044894,0.871331648672457,0.101,0.06,1
"UMODL1",0.0717609526663948,-0.936168329970257,0.032,0.067,1
"FADS3",0.071791960091776,0.209400411367056,0.024,0.056,1
"NBPF1",0.0718516838109431,0.799664970811421,0.173,0.123,1
"IFIT2",0.0719011331833386,-0.839146437767635,0.085,0.137,1
"IFFO2",0.0719211829372783,-0.171519834006796,0.238,0.323,1
"FRAT2",0.0719860020570801,-0.390064435517582,0.165,0.235,1
"ANAPC13",0.0719868901105948,0.315906738682011,0.597,0.561,1
"AFF2",0.0719952969529049,-1.07202951233547,0.032,0.067,1
"INTS6L",0.0720180350252954,-0.12711108549697,0.185,0.263,1
"CFAP77",0.0721469662166001,0.163010691019768,0.915,0.888,1
"MR1",0.0722470641946258,-0.344371899925255,0.121,0.182,1
"MIER3",0.0722562593194019,-0.530670289260531,0.077,0.126,1
"PPP5D1P",0.0723479883367264,0.754433582538089,0.069,0.035,1
"PI4KA",0.0723635919679187,-0.562544396694144,0.161,0.225,1
"ZNF106",0.0724893239984857,-0.111257778289222,0.581,0.684,1
"MEIS2",0.0725217973989035,0.295816319464818,0.476,0.404,1
"IREB2",0.0725249124045654,-0.192645447882279,0.355,0.446,1
"ATP7A",0.072525176492278,-1.15263774818625,0.02,0.049,1
"LINC01426",0.072525176492278,-1.36793392486293,0.02,0.049,1
"SLC44A4",0.0725538704729547,0.132181964142677,0.976,0.975,1
"CBR3",0.0725718026137391,0.671829857219631,0.093,0.053,1
"TTLL11",0.0726043162613724,-0.499769036076911,0.153,0.218,1
"KNDC1",0.0727584461643312,0.432812454474288,0.331,0.27,1
"TTLL9",0.0728595399997018,-0.141503624660884,0.597,0.705,1
"CDC37L1-DT",0.0728810146202557,-0.23515162588545,0.081,0.133,1
"ANKRD6",0.0729253665894044,-0.397876584080729,0.254,0.337,1
"EMC8",0.0729691281643211,-0.244832659181111,0.29,0.379,1
"NUP62",0.0729864055573271,0.552265886730595,0.476,0.435,1
"TRAF7",0.0730491852544438,0.555628114392482,0.315,0.256,1
"SAMD10",0.0730888733111233,-1.02623748270649,0.048,0.088,1
"BBIP1",0.0731535095214425,-0.21657189153787,0.52,0.628,1
"HCCS",0.0732038365023248,-0.431307115499025,0.185,0.26,1
"SNCAIP",0.0732358535935141,-0.220988018115486,0.097,0.154,1
"MTX1",0.0732867976058568,0.533619562105867,0.274,0.228,1
"WAC-AS1",0.073353394440279,-0.194909823060289,0.383,0.481,1
"COPS8",0.0734974312201659,-0.165622171978645,0.532,0.639,1
"RNF4",0.0735538065524341,-0.288786041849917,0.319,0.425,1
"SCNN1G",0.0735803556996416,-0.583815996079452,0.052,0.095,1
"ATR",0.0737239277741044,-0.387058215486345,0.512,0.575,1
"ENSG00000287825",0.0737632396489786,0.766872758362252,0.101,0.06,1
"USP4",0.0737699684952271,-0.263837281045048,0.492,0.565,1
"MYORG",0.0738078037344742,1.10956555413524,0.153,0.109,1
"HSCB",0.0739324784569128,0.713503727598293,0.214,0.165,1
"RABAC1",0.0740555351017525,-0.593829659850757,0.097,0.151,1
"INTS3",0.0740556932244598,-0.182306054533238,0.589,0.695,1
"WIPF2",0.0740915482558967,-0.180098790476413,0.609,0.688,1
"CD82",0.0741947747615532,-0.267813338463385,0.363,0.463,1
"ITGAX",0.0742167768028808,-0.817320655521683,0.02,0.049,1
"BHLHE40-AS1",0.0742350623926634,0.338055009504711,0.081,0.042,1
"PSMA3-AS1",0.0742555219661994,-0.263548127493954,0.379,0.474,1
"LINC00930",0.0742929011581985,2.27564949227136,0.032,0.011,1
"SMURF1",0.0743426306423904,-0.285163046338297,0.355,0.439,1
"TNS4",0.0743733853666496,-0.801919084338869,0.032,0.067,1
"TRIM36",0.0744144419108647,-0.412425323902519,0.089,0.14,1
"ZBTB7A",0.0744356012431454,0.222513314988291,0.879,0.835,1
"FTL",0.0744958200283759,0.215094558241065,0.629,0.611,1
"CFAP95",0.074504896416514,0.136384121062255,0.891,0.933,1
"MDM4",0.0745084525785702,-0.240236670380779,0.222,0.302,1
"UCKL1-AS1",0.074603826178947,0.306757041460472,0.29,0.228,1
"NINJ2",0.0746135628111793,1.25592561469816,0.157,0.116,1
"ENSG00000272009",0.0746279174980849,0.661140759283093,0.23,0.179,1
"ENSG00000291207",0.074645974170569,-0.474974336913903,0.117,0.175,1
"FZR1",0.0746509477579565,-0.284421398398293,0.097,0.154,1
"LAMA2",0.0747298878224521,-0.765053457877434,0.181,0.246,1
"ZNF616",0.0747308495333382,-0.467479829435669,0.044,0.084,1
"TSC22D1",0.0747486356721031,0.27422017506251,0.706,0.723,1
"PKHD1",0.0747877583916067,-0.929749598116562,0.02,0.049,1
"ITGB1",0.0748143547828132,0.262224062640777,0.851,0.853,1
"EVA1C",0.0748984183320538,-0.609083807591328,0.423,0.498,1
"LPAR6",0.0749429620755123,-0.418708661916363,0.069,0.116,1
"C19orf47",0.0749452175790933,-0.667037698621635,0.044,0.084,1
"SNRPD1",0.0749646940490606,0.208376777142625,0.645,0.639,1
"BEST1",0.0749821604806983,-0.524541658926535,0.052,0.095,1
"RGL1",0.0750545099985166,0.501617682755149,0.351,0.302,1
"DCP1A",0.075092773968902,-0.227660897954318,0.29,0.382,1
"PRKCD",0.0751478882536105,-0.157953071905844,0.573,0.691,1
"KIF2A",0.0751555515153071,-0.162915762036956,0.782,0.856,1
"SLC30A9",0.0751843345178395,-0.215933431545704,0.492,0.579,1
"ZNF396",0.0752188900673683,-0.119898997840946,0.294,0.407,1
"SVOPL",0.0752717343063248,-0.405048836879395,0.266,0.34,1
"TUBA1A",0.075336836697472,0.240079877458327,0.94,0.926,1
"EMG1",0.0753423456645481,-0.214238186411461,0.165,0.242,1
"SNHG11",0.0753441279573963,-0.565234204760062,0.093,0.144,1
"WARS2-AS1",0.0754128277358835,-0.283148296508521,0.391,0.47,1
"RAB33B-AS1",0.0754575584252431,0.450264869600682,0.476,0.442,1
"ZC3H12A-DT",0.0755208166511987,-1.26827920681377,0.028,0.06,1
"TIMM44",0.0755341083885041,-0.387965400597039,0.077,0.126,1
"NADK2",0.0755523025091833,0.699501919810417,0.27,0.218,1
"PBX4",0.0755581635866328,-0.535926625546002,0.157,0.221,1
"TMEM256",0.0756527253670495,0.444793159289612,0.472,0.456,1
"CMTM8",0.0756631646290813,-0.207947481899306,0.407,0.481,1
"KLHL8",0.0756735787354504,-0.403735586702343,0.226,0.295,1
"DGCR2",0.0756985886460292,-0.408337965377484,0.242,0.319,1
"PEX19",0.0757040145157981,0.380297525551148,0.488,0.449,1
"CYRIB",0.0757297448108978,-0.4940397874738,0.198,0.263,1
"VRK2",0.0758164391066803,-0.429851947268544,0.31,0.375,1
"MREG",0.0759164035044147,-0.317919344304359,0.073,0.123,1
"MCTP1",0.075940485880216,-0.654936073027588,0.02,0.049,1
"KATNB1",0.075969042444955,0.505277437815389,0.431,0.396,1
"FANCE",0.0760802975945839,1.51388288377837,0.048,0.021,1
"ATL3",0.07608916054994,-0.261114603567379,0.335,0.414,1
"LRRC37B",0.0760906183132592,-0.549301215989507,0.226,0.288,1
"TRIM31-AS1",0.0761021084609667,1.48083081520348,0.077,0.042,1
"ETFRF1",0.0761050370860627,-0.254407838110116,0.246,0.326,1
"AURKAIP1",0.0761580034405514,0.477897507152255,0.419,0.379,1
"MFSD11",0.0762677186154889,-0.490241458405015,0.129,0.189,1
"HNRNPA0",0.0764191435114678,0.268722063996187,0.81,0.804,1
"TMUB1",0.0765222625015514,-0.821347613884536,0.02,0.049,1
"SUMO3",0.0765361972201551,0.267801824618711,0.565,0.53,1
"CCDC85B",0.0765495216674139,2.91507020997369,0.032,0.011,1
"ENSG00000225057",0.0765681829692604,-0.65592792699108,0.032,0.067,1
"REEP5",0.0767464700944803,-0.129418235998261,0.778,0.821,1
"EEF1B2",0.0767833214927163,0.223284033860624,0.75,0.751,1
"R3HCC1L",0.0768023933660518,-0.289279013185266,0.194,0.27,1
"PPP1R36",0.076895471687002,0.271782745309099,0.629,0.618,1
"NDRG2",0.0769202825607708,-0.435530955035854,0.206,0.274,1
"ENSG00000251584",0.0769788771568274,1.42437743187152,0.048,0.021,1
"NBPF20",0.0769933883557751,0.733449642439272,0.242,0.193,1
"KCTD5",0.0770547586527842,-0.480862566246026,0.117,0.175,1
"PROSER2",0.0771037864841941,-0.337390732698972,0.214,0.291,1
"VPS51",0.0771098397362392,-0.256324474378818,0.141,0.207,1
"PRR29",0.0771761762695334,0.208866023898322,0.815,0.775,1
"ENSG00000283782",0.0771776909875063,-1.49593128956004,0.016,0.042,1
"EML6",0.0772270916394032,0.472313425304621,0.202,0.147,1
"ERLIN2",0.0772689754577585,-0.12873729957863,0.528,0.632,1
"LINC02541",0.0773140337864199,1.6027689206406,0.032,0.011,1
"NUDT22",0.0773402761707478,-0.264787814901287,0.065,0.112,1
"GTF2I",0.0773764107048554,-0.167389635630115,0.258,0.333,1
"MAP3K14",0.0774905240785283,-0.45454984230263,0.081,0.13,1
"MFN1",0.0775527510986635,-0.147212691127349,0.403,0.505,1
"ENSG00000289421",0.0776986162756934,1.50252229882581,0.032,0.011,1
"SLC45A3",0.07771567167355,-0.418110938319445,0.181,0.249,1
"TMCO6",0.0777655471794825,0.707462187847053,0.141,0.095,1
"NOTCH4",0.077886087886645,1.33852280049658,0.048,0.021,1
"RUSC2",0.0779272567016473,-0.767467870119062,0.048,0.088,1
"TYW1B",0.0779571993178191,-0.77599653211121,0.065,0.109,1
"PRUNE1",0.077969521136824,-0.339972771135991,0.161,0.225,1
"MZT2B",0.0780356226002024,0.918003819084206,0.185,0.14,1
"STK24-AS1",0.0780847554074219,1.42964173867746,0.032,0.011,1
"CCDC32",0.0780895850436185,-0.322587800203411,0.48,0.537,1
"PARD3",0.0780905981927936,-0.244801817114359,0.488,0.589,1
"AGO1",0.078131601220569,-0.240265205893686,0.169,0.239,1
"SRP54",0.0781342721083947,0.246732551415221,0.766,0.761,1
"WDR46",0.0782213875099067,-0.484018936931569,0.044,0.084,1
"CBWD2",0.0782294404407376,-0.604509520950387,0.129,0.186,1
"ILF3-DT",0.0782686342259812,-0.22150053567472,0.319,0.421,1
"NINJ1",0.078344928949297,-0.815412426548153,0.065,0.109,1
"NCAPD2",0.0783858198131386,-0.244921998445769,0.194,0.274,1
"ERP44",0.0784103995029227,-0.146365554753176,0.742,0.8,1
"HGH1",0.0785631422055289,-0.564923287429129,0.032,0.067,1
"SPACA6",0.0785631831937484,-0.646890392694532,0.032,0.067,1
"SEH1L",0.0787006363085259,0.100367594641956,0.109,0.165,1
"MET",0.0787011109811285,-0.34195857579226,0.161,0.232,1
"ENSG00000189316",0.078801985927301,1.22213638262817,0.048,0.021,1
"EIF4H",0.0788624097228492,0.115908958056106,0.956,0.965,1
"CLIP1",0.0788741283344416,-0.134768502821971,0.831,0.863,1
"DERL1",0.0789357271606462,-0.217114369258014,0.339,0.428,1
"CDHR1",0.0790197771573481,-0.862527423937927,0.04,0.077,1
"ZNF701",0.0790943025713487,-0.382895659915147,0.133,0.189,1
"SHFL",0.0791438409186391,-0.270709010535063,0.387,0.484,1
